Unnamed: 0,adress3,City3,zip_code3,bad3,bath3,Area3,parking3,AC3,Appliances3,price2,Dishwasher1,Refrigerator1,Disposal1,Microwave1,country
3151,675 9TH AVE APT 1903,"San Diego, CA",92101.0,1,1,635,No Info,Yes,1,268062.0,no,no,no,no,USA
3152,675 9TH AVE APT 1904,"San Diego, CA",92101.0,1,1,808,No Info,Yes,1,305466.0,no,no,no,no,USA
3153,675 9TH AVE APT 1906,"San Diego, CA",92101.0,1,1,814,No Info,Yes,1,328324.0,no,no,no,no,USA
3154,675 9TH AVE APT 1907,"San Diego, CA",92101.0,1,1,633,No Info,Yes,1,278452.0,no,no,no,no,USA
3155,675 9TH AVE APT 1908,"San Diego, CA",92101.0,2,2,"1,208",No Info,Yes,2,469628.0,no,no,no,no,USA
3156,675 9TH AVE APT 1909,"San Diego, CA",92101.0,1,2,"1,064",No Info,Yes,1,455082.0,no,no,no,no,USA
3157,675 9TH AVE APT 1910,"San Diego, CA",92101.0,1,1,808,No Info,Yes,1,363650.0,no,no,no,no,USA
3158,675 9TH AVE APT 1911,"San Diego, CA",92101.0,1,1,798,No Info,Yes,1,330402.0,no,no,no,no,USA
3159,675 9TH AVE APT 1912,"San Diego, CA",92101.0,1,1,783,No Info,Yes,1,305466.0,no,no,no,no,USA
3160,675 9TH AVE APT 1913,"San Diego, CA",92101.0,1,1,658,No Info,Yes,1,286764.0,no,no,no,no,USA
3161,675 9TH AVE APT 1914,"San Diego, CA",92101.0,1,1,780,No Info,Yes,1,353759.0,no,no,no,no,USA
3162,675 9TH AVE APT 2001,"San Diego, CA",92101.0,1,1,780,No Info,Yes,1,374040.0,no,no,no,no,USA
3163,675 9TH AVE APT 2003,"San Diego, CA",92101.0,1,1,635,No Info,Yes,1,270140.0,no,no,no,no,USA
3164,675 9TH AVE APT 2004,"San Diego, CA",92101.0,1,1,808,No Info,Yes,1,307544.0,no,no,no,no,USA
3165,675 9TH AVE APT 2005,"San Diego, CA",92101.0,1,1,641,No Info,Yes,1,274296.0,no,no,no,no,USA
3166,675 9TH AVE APT 2006,"San Diego, CA",92101.0,1,1,814,No Info,Yes,1,330485.0,no,no,no,no,USA
3167,675 9TH AVE APT 2007,"San Diego, CA",92101.0,1,1,633,No Info,Yes,1,280530.0,no,no,no,no,USA
3168,675 9TH AVE APT 2008,"San Diego, CA",92101.0,2,2,"1,208",No Info,Yes,2,492486.0,no,no,no,no,USA
3169,675 9TH AVE APT 2009,"San Diego, CA",92101.0,1,2,"1,064",No Info,Yes,1,459238.0,no,no,no,no,USA
3170,675 9TH AVE APT 2010,"San Diego, CA",92101.0,1,1,808,No Info,Yes,1,367806.0,no,no,no,no,USA
3171,675 9TH AVE APT 2011,"San Diego, CA",92101.0,1,1,798,No Info,Yes,1,332480.0,no,no,no,no,USA
3172,675 9TH AVE APT 2012,"San Diego, CA",92101.0,1,1,783,No Info,Yes,1,307544.0,no,no,no,no,USA
3173,7555 LINDA VISTA RD UNIT 29,"San Diego, CA",92111.0,1,1,554,1,Yes,1,162084.0,no,no,no,no,USA
3174,845 FORT STOCKTON DR UNIT 401,"San Diego, CA",92103.0,2,3,"1,594",2,Yes,2,457160.0,no,no,no,no,USA
3175,,92104,,2,2,"1,215",1,Yes,"Built-in Range, Convection Oven, Dishwasher, Energy Star Qualified Appliances, Energy Star Qualified Water Heater, Freezer, Disposal, Gas Range, Gas Water Heater, Ice Maker, Microwave, Refrigerator",415184.0,no,no,no,no,USA
3176,12815 VIA NIEVE UNIT 57,"San Diego, CA",92130.0,2,2,976,2,Yes,"Gas Oven, Gas Range, Microwave, Refrigerator, Water Heater Central",280530.0,no,no,no,no,USA
3177,301 W G ST UNIT 442,"San Diego, CA",92101.0,2,2,"1,419",1,Yes,1,328324.0,no,no,no,no,USA
3178,13255 TIVERTON RD,"San Diego, CA",92130.0,2,3,"1,203",2,No,"Dishwasher, Disposal, Gas Oven, Gas Range, Gas Water Heater, Ice Maker, Microwave, Refrigerator",320012.0,yes,no,no,no,USA
3179,5075 CAMINO DE LA SIESTA APT 231,"San Diego, CA",92108.0,2,2,"1,114",2,Yes,2,320095.0,no,no,no,no,USA
3180,1240 INDIA ST UNIT 911,"san diego, CA",92101.0,2,3,"1,139",2,Yes,2,315856.0,no,no,no,no,USA
3181,8636 VIA MALLORCA APT H,"La Jolla, CA",92037.0,2,2,971,1,Yes,2,282608.0,no,no,no,no,USA
3182,350 11TH AVE UNIT 217,"San Diego, CA",92101.0,2,2,"1,003",2,Yes,2,295076.0,no,no,no,no,USA
3183,3750 BAYSIDE WALK UNIT 7,"San Diego, CA",92109.0,2,2,"1,418",2,Yes,2,394820.0,no,no,no,no,USA
3184,1435 INDIA ST UNIT 314,"San Diego, CA",92101.0,1,1,546,1,Yes,1,187020.0,no,no,no,no,USA
3185,5540 WAVERLY AVE # A,"La Jolla, CA",92037.0,1,1,"1,000",1,Yes,1,374040.0,no,no,no,no,USA
3186,721 9TH AVE UNIT 4,"San Diego, CA",92101.0,2,2,"1,010",1,Yes,2,270140.0,no,no,no,no,USA
3187,202 COAST BLVD,"La Jolla, CA",92037.0,2,2,"1,544",1,Yes,2,706520.0,no,no,no,no,USA
3188,9237 REGENTS RD,"La Jolla, CA",92037.0,1,1,715,1,Yes,1,0.0,no,no,no,no,USA
3189,700 W E ST UNIT 508,"San Diego, CA",92101.0,2,2,"1,355",1,Yes,1,357000.0,no,no,no,no,USA
3190,2150 CAMINO DE LA REINA UNIT 207,"San Diego, CA",92108.0,2,2,"1,025",2,Yes,2,253516.0,no,no,no,no,USA
3191,634 FERGUS ST,"San Diego, CA",92114.0,1,1,640,2,No,1,108056.0,no,no,no,no,USA
3192,1039 COAST BLVD # FF,"LA JOLLA, CA",92037.0,2,2,"1,390",1,Yes,2,656648.0,no,no,no,no,USA
3193,7863 CAMINO GLORITA,"San Diego, CA",92122.0,2,1,945,2,Yes,1,232736.0,no,no,no,no,USA
3194,9760 MESA SPRINGS WAY,"San Diego, CA",92126.0,2,2,"1,050",2,Yes,2,331649.0,no,no,no,no,USA
3195,3734 MYKONOS LN,"San Diego, CA",92130.0,2,3,"1,202",2,Yes,2,307128.0,no,no,no,no,USA
3196,356 PLAYA DEL NORTE APT 3,"La Jolla, CA",92037.0,2,2,955,2,Yes,2,290504.0,no,no,no,no,USA
3197,17607 POMERADO RD UNIT 201,"San Diego, CA",92128.0,2,2,"1,118",1,Yes,2,236892.0,no,no,no,no,USA
3198,1050 ISLAND AVE UNIT 405,"San Diego, CA",92101.0,1,2,"1,283",2,Yes,2,320012.0,no,no,no,no,USA
3199,321 10TH AVE UNIT 603,"San Diego, CA",92101.0,1,1,621,1,Yes,1,206969.0,no,no,no,no,USA
3200,6757 FRIARS RD UNIT 34,"San Diego, CA",92108.0,2,2,"1,008",2,No,2,207384.0,no,no,no,no,USA
3201,805 DOVER CT APT 7,"San Diego, CA",92109.0,2,1,620,1,Yes,1,0.0,no,no,no,no,USA
3202,325 7TH AVE UNIT 2201,"San Diego, CA",92101.0,2,2,"1,587",2,Yes,2,581424.0,no,no,no,no,USA
3203,3812 PARK BLVD UNIT 207,"San Diego, CA",92103.0,2,3,"1,317",2,Yes,2,328324.0,no,no,no,no,USA
3204,1501 FRONT ST UNIT 206,"San Diego, CA",92101.0,1,1,781,1,Yes,1,215696.0,no,no,no,no,USA
3205,,,,2,2,880,No Info,No Info,,0.0,no,no,no,no,USA
3206,,,,2,2,879,No Info,No Info,,0.0,no,no,no,no,USA
3207,,,,2,2,957,No Info,No Info,,0.0,no,no,no,no,USA
3208,5490 LA JOLLA BLVD UNIT K202,"La Jolla, CA",92037.0,1,1,"1,082",2,Yes,1,440536.0,no,no,no,no,USA
3209,777 6TH AVE UNIT 416,"San Diego, CA",92101.0,1,1,585,1,Yes,"Dishwasher, Disposal, Microwave, Refrigerator",224008.0,yes,no,no,no,USA
3210,8889 CAMINITO PLAZA CENTRO UNIT 7425,"San Diego, CA",92122.0,1,1,600,1,No,"Dishwasher, Disposal, Microwave, Refrigerator",215281.0,yes,no,no,no,USA
3211,1240 INDIA ST UNIT 1101,"San Diego, CA",92101.0,2,2,"1,220",2,Yes,2,361572.0,no,no,no,no,USA
3212,1080 PARK BLVD UNIT 1003,"San Diego, CA",92101.0,1,1,618,1,Yes,1,311700.0,no,no,no,no,USA
3213,1936 SAN DIEGO AVE,"San Diego, CA",92110.0,2,1,878,1,Yes,1,298816.0,no,no,no,no,USA
3214,702 KETTNER BLVD # B,"San Diego, CA",92101.0,1,1,"1,000",No Info,Yes,1,248944.0,no,no,no,no,USA
3215,417 NAUTILUS ST,"La Jolla, CA",92037.0,2,1,756,2,Yes,1,456744.0,no,no,no,no,USA
3216,200 HARBOR DR UNIT 1101,"San Diego, CA",92101.0,2,2,"1,572",2,Yes,2,415600.0,no,no,no,no,USA
3217,5726 LA JOLLA BLVD UNIT 201,"La Jolla, CA",92037.0,2,2,"1,140",1,Yes,2,706520.0,no,no,no,no,USA
3218,11570 CAMINITO LA BAR UNIT 106,"San Diego, CA",92126.0,2,2,"1,110",2,Yes,2,270140.0,no,no,no,no,USA
3219,700 W E ST UNIT 1405,"San Diego, CA",92101.0,2,2,985,1,Yes,2,332480.0,no,no,no,no,USA
3220,518 S 35TH ST,"San Diego, CA",92113.0,2,1,620,1,Yes,1,216112.0,no,no,no,no,USA
3221,700 W E ST UNIT 517,"San Diego, CA",92101.0,2,2,"1,204",No Info,Yes,"Built-in Range, Dishwasher, Gas Cooktop, Ice Maker, Microwave, Refrigerator, Self Cleaning Oven, Vented Exhaust Fan, Water Line To Refrigerator",374040.0,no,no,no,no,USA
3222,645 FRONT ST UNIT 906,"San Diego, CA",92101.0,2,3,"1,295",2,Yes,2,361572.0,no,no,no,no,USA
3223,1431 PACIFIC HWY UNIT 108,"San Diego, CA",92101.0,2,3,"1,814",2,Yes,2,349104.0,no,no,no,no,USA
3224,1218 PENNSYLVANIA AVE,"San Diego, CA",92103.0,1,1,550,No Info,Yes,1,199488.0,no,no,no,no,USA
3225,8694 VILLA LA JOLLA DR UNIT 1,"La Jolla, CA",92037.0,2,3,"1,188",2,Yes,2,374040.0,no,no,no,no,USA
3226,3426 VIA ALICANTE,"La Jolla, CA",92037.0,2,3,"1,140",1,No,"Built-in Range, Dishwasher, Electric Cooktop, Electric Water Heater, Disposal, Microwave, Range Hood, Recirculated Exhaust Fan, Refrigerator, Self Cleaning Oven",278452.0,no,no,no,no,USA
3227,3443 OCEAN FRONT WALK UNIT G,"San Diego, CA",92109.0,2,2,882,1,No,"Dishwasher, Gas Oven, Gas Cooktop, Microwave, Refrigerator",457160.0,yes,no,no,no,USA
3228,3470 SPRING TIDE TER,"San Diego, CA",92110.0,2,2,"1,440",2,Yes,2,457160.0,no,no,no,no,USA
3229,750 STATE ST UNIT 205,"San Diego, CA",92101.0,2,2,"1,282",1,Yes,2,311700.0,no,no,no,no,USA
3230,3776 ALABAMA ST UNIT C218,"San Diego, CA",92104.0,1,1,376,1,Yes,1,136732.0,no,no,no,no,USA
3231,425 W BEECH ST UNIT 402,"San Diego, CA",92101.0,2,2,"1,027",1,Yes,2,290504.0,no,no,no,no,USA
3232,1150 ANCHORAGE LN UNIT 310,"San Diego, CA",92106.0,1,1,"1,160",1,No,"Dishwasher, Electric Oven, Electric Range, Microwave",299232.0,yes,no,no,no,USA
3233,14433 PENASQUITOS DR # 7304,"San Diego, CA",92129.0,1,1,714,No Info,Yes,1,255594.0,no,no,no,no,USA
3234,18736 CAMINITO CANTILENA UNIT 188,"San Diego, CA",92128.0,2,2,"1,140",1,Yes,2,232736.0,no,no,no,no,USA
3235,1199 PACIFIC HWY UNIT 2704,"San Diego, CA",92101.0,2,2,"1,227",2,Yes,2,556904.0,no,no,no,no,USA
3236,1150 ANCHORAGE LN UNIT 310,"San Diego, CA",92106.0,1,1,"1,160",1,Yes,1,299232.0,no,no,no,no,USA
3237,4485 VISION DR,"San Diego, CA",92121.0,2,3,"1,148",2,Yes,2,332480.0,no,no,no,no,USA
3238,1040 COAST BLVD S UNIT 202,"La Jolla, CA",92037.0,2,2,"1,060",1,Yes,2,540280.0,no,no,no,no,USA
3239,12242 PASEO LUCIDO APT C,"San Diego, CA",92128.0,2,2,"1,096",2,Yes,2,374040.0,no,no,no,no,USA
3240,387 NAUTILUS ST APT L,"La Jolla, CA",92037.0,1,1,450,1,Yes,1,295076.0,no,no,no,no,USA
3241,387 NAUTILUS ST APT L,"La Jolla, CA",92037.0,1,1,450,1,Yes,1,332064.0,no,no,no,no,USA
3242,7757 EADS AVE UNIT C2,"La Jolla, CA",92037.0,2,2,997,2,Yes,"Dishwasher, Electric Oven, Electric Cooktop, Electric Water Heater, Disposal, Microwave, Range Hood, Refrigerator, Vented Exhaust Fan, Water Heater Central",349104.0,yes,no,no,no,USA
3243,1216 W THORN ST,"San Diego, CA",92103.0,1,1,350,1,Yes,1,182864.0,no,no,no,no,USA
3244,2712 CAMULOS ST,"San Diego, CA",92107.0,2,2,700,1,No,"Dishwasher, Electric Oven, Electric Cooktop, Disposal, Microwave, Refrigerator",274296.0,yes,no,no,no,USA
3245,3909 VOLTAIRE ST APT 106,"San Diego, CA",92107.0,1,1,660,2,Yes,1,273880.0,no,no,no,no,USA
3246,3909 VOLTAIRE ST APT 112,"San Diego, CA",92107.0,1,1,933,2,Yes,1,315440.0,no,no,no,no,USA
3247,3909 VOLTAIRE ST APT 305,"San Diego, CA",92107.0,2,2,950,2,Yes,2,340376.0,no,no,no,no,USA
3248,8560 VIA MALLORCA UNIT C,"La Jolla, CA",92037.0,1,1,691,1,Yes,1,191176.0,no,no,no,no,USA
3249,1441 9TH AVE UNIT 1903,"San Diego, CA",92101.0,2,2,"1,355",2,Yes,2,407288.0,no,no,no,no,USA
3250,777 6TH AVE UNIT 417,"San Diego, CA",92101.0,1,1,714,1,Yes,"Dishwasher, Electric Oven, Electric Range, Freezer, Microwave, Refrigerator, Self Cleaning Oven, Water Heater, Water Line To Refrigerator",457160.0,yes,no,no,no,USA
3251,2398 ALMERIA CT,"La Jolla, CA",92037.0,1,1,550,No Info,Yes,1,270140.0,no,no,no,no,USA
3252,7514 GIRARD AVE APT 28,"La Jolla, CA",92037.0,2,2,"1,250",1,Yes,"Built-in Range, Dishwasher, Double Oven, Electric Oven, Electric Range, Electric Cooktop, Freezer, Ice Maker, Microwave, Vented Exhaust Fan, Water Line To Refrigerator",415600.0,no,no,no,no,USA
3253,5410 LA JOLLA BLVD UNIT 212,"La Jolla, CA",92037.0,2,2,"1,340",2,Yes,1,482096.0,no,no,no,no,USA
3254,1916 MONROE AVE,"San Diego, CA",92116.0,2,1,656,2,Yes,1,290920.0,no,no,no,no,USA
3255,550 W DATE ST APT 604,"San Diego, CA",92101.0,1,1,904,2,Yes,1,581840.0,no,no,no,no,USA
3256,7365 REMLEY PL,"La Jolla, CA",92037.0,2,1,"1,234",2,Yes,1,706520.0,no,no,no,no,USA
3257,1001 GENTER ST UNIT 11A,"La Jolla, CA",92037.0,1,1,"1,091",1,Yes,1,411444.0,no,no,no,no,USA
3258,6455 LA JOLLA BLVD UNIT 141,"La Jolla, CA",92037.0,2,2,989,1,Yes,2,297154.0,no,no,no,no,USA
3259,530 K ST UNIT 615,"San Diego, CA",92101.0,2,2,937,1,Yes,2,249360.0,no,no,no,no,USA
3260,15277 MATURIN DR UNIT 43,"San Diego, CA",92127.0,2,3,"1,116",2,Yes,2,265984.0,no,no,no,no,USA
3261,7214 SHORELINE DR,"San Diego, CA",92122.0,1,1,727,2,Yes,1,245204.0,no,no,no,no,USA
3262,6333 LA JOLLA BLVD UNIT 270,"La Jolla, CA",92037.0,2,2,989,1,Yes,2,290920.0,no,no,no,no,USA
3263,5075 CAMINO DE LA SIESTA APT 257,"San Diego, CA",92108.0,1,1,750,1,Yes,1,265153.0,no,no,no,no,USA
3264,200 HARBOR DR UNIT 2101,"San Diego, CA",92101.0,2,2,"1,572",2,Yes,"Dishwasher, Electric Cooktop, Microwave, Refrigerator",394820.0,yes,no,no,no,USA
3265,9760 MESA SPRINGS WAY UNIT 36,"San Diego, CA",92126.0,2,2,"1,041",2,Yes,2,332064.0,no,no,no,no,USA
3266,17060 GRANDEE WAY,"San Diego, CA",92128.0,2,2,"1,450",4,Yes,2,270140.0,no,no,no,no,USA
3267,3990 NOBEL DR UNIT 204,"San Diego, CA",92122.0,1,1,849,2,Yes,"Built-in, Dishwasher, Disposal, Microwave, Range Hood, Refrigerator, Vented Exhaust Fan, Water Heater Central",241048.0,no,no,no,no,USA
3268,635 ROBINSON AVE APT 160,"San Diego, CA",92103.0,1,1,770,No Info,Yes,1,272218.0,no,no,no,no,USA
3269,635 ROBINSON AVE APT 201,"San Diego, CA",92103.0,2,2,"1,213",No Info,Yes,2,439206.0,no,no,no,no,USA
3270,635 ROBINSON AVE APT 228,"San Diego, CA",92103.0,1,1,832,No Info,Yes,1,396898.0,no,no,no,no,USA
3271,635 ROBINSON AVE APT 229,"San Diego, CA",92103.0,1,1,836,No Info,Yes,1,303305.0,no,no,no,no,USA
3272,635 ROBINSON AVE APT 310,"San Diego, CA",92103.0,1,1,730,No Info,Yes,1,248279.0,no,no,no,no,USA
3273,635 ROBINSON AVE APT 317,"San Diego, CA",92103.0,2,2,"1,184",No Info,Yes,2,368803.0,no,no,no,no,USA
3274,635 ROBINSON AVE APT 322,"San Diego, CA",92103.0,1,1,839,No Info,Yes,1,262160.0,no,no,no,no,USA
3275,635 ROBINSON AVE APT 401,"San Diego, CA",92103.0,2,2,"1,130",No Info,Yes,2,376118.0,no,no,no,no,USA
3276,635 ROBINSON AVE APT 410,"San Diego, CA",92103.0,1,1,730,No Info,Yes,1,229577.0,no,no,no,no,USA
3277,635 ROBINSON AVE APT 508,"San Diego, CA",92103.0,2,2,983,No Info,Yes,2,345862.0,no,no,no,no,USA
3278,635 ROBINSON AVE APT 514,"San Diego, CA",92103.0,1,1,606,No Info,Yes,1,217359.0,no,no,no,no,USA
3279,635 ROBINSON AVE APT 517,"San Diego, CA",92103.0,2,2,"1,184",No Info,Yes,2,385427.0,no,no,no,no,USA
3280,635 ROBINSON AVE APT 520,"San Diego, CA",92103.0,1,1,832,No Info,Yes,1,276042.0,no,no,no,no,USA
3281,635 ROBINSON AVE APT 524,"San Diego, CA",92103.0,1,1,753,No Info,Yes,1,264571.0,no,no,no,no,USA
3282,635 ROBINSON AVE APT 608,"San Diego, CA",92103.0,2,2,983,No Info,Yes,2,331316.0,no,no,no,no,USA
3283,635 ROBINSON AVE APT 708,"San Diego, CA",92103.0,2,2,983,No Info,Yes,2,343784.0,no,no,no,no,USA
3284,525 OLIVE ST APT 514,"San Diego, CA",92103.0,2,2,"1,280",No Info,Yes,2,499551.0,no,no,no,no,USA
3285,525 OLIVE ST APT 707,"San Diego, CA",92103.0,1,1,854,No Info,Yes,1,369967.0,no,no,no,no,USA
3286,525 OLIVE ST APT 911,"San Diego, CA",92103.0,1,1,740,No Info,Yes,1,340210.0,no,no,no,no,USA
3287,525 OLIVE ST APT 1204,"San Diego, CA",92103.0,2,2,"1,280",No Info,Yes,2,589404.0,no,no,no,no,USA
3288,525 OLIVE ST APT 1214,"San Diego, CA",92103.0,2,2,"1,280",No Info,Yes,2,563055.0,no,no,no,no,USA
3289,525 OLIVE ST APT 1402,"San Diego, CA",92103.0,2,2,"1,317",No Info,Yes,2,567211.0,no,no,no,no,USA
3290,525 OLIVE ST APT 1510,"San Diego, CA",92103.0,1,1,739,No Info,Yes,1,374123.0,no,no,no,no,USA
3291,525 OLIVE ST APT 1515,"San Diego, CA",92103.0,2,2,"1,169",No Info,Yes,2,550587.0,no,no,no,no,USA
3292,525 OLIVE ST APT 1704,"San Diego, CA",92103.0,2,2,"1,359",No Info,Yes,2,637863.0,no,no,no,no,USA
3293,525 OLIVE ST APT 1804,"San Diego, CA",92103.0,2,2,"1,359",No Info,Yes,2,616834.0,no,no,no,no,USA
3294,525 OLIVE ST APT 1904,"San Diego, CA",92103.0,2,2,"1,359",No Info,Yes,2,567211.0,no,no,no,no,USA
3295,525 OLIVE ST APT 1908,"San Diego, CA",92103.0,2,2,"1,625",No Info,Yes,2,826712.0,no,no,no,no,USA
3296,525 OLIVE ST APT 1912,"San Diego, CA",92103.0,2,2,"1,138",No Info,Yes,2,523822.0,no,no,no,no,USA
3297,525 OLIVE ST APT 1914,"San Diego, CA",92103.0,2,2,"1,280",No Info,Yes,2,599794.0,no,no,no,no,USA
3298,525 OLIVE ST APT 2004,"San Diego, CA",92103.0,2,2,"1,359",No Info,Yes,2,702364.0,no,no,no,no,USA
3299,525 OLIVE ST APT 2012,"San Diego, CA",92103.0,2,2,"1,138",No Info,Yes,2,548592.0,no,no,no,no,USA
3300,525 OLIVE ST APT 2014,"San Diego, CA",92103.0,2,2,"1,280",No Info,Yes,2,625146.0,no,no,no,no,USA
3301,2915 LAWRENCE ST APT 9,"San Diego, CA",92106.0,2,2,"1,121",1,Yes,2,623400.0,no,no,no,no,USA
3302,3653 OCEAN FRONT WALK,"San Diego, CA",92109.0,2,2,"1,142",3,Yes,2,664960.0,no,no,no,no,USA
3303,1750 KETTNER BLVD UNIT 203,"San Diego, CA",92101.0,2,3,"1,291",2,Yes,2,398976.0,no,no,no,no,USA
3304,850 STATE ST UNIT 125,"San Diego, CA",92101.0,1,1,666,1,Yes,1,199488.0,no,no,no,no,USA
3305,3630 LOUISIANA ST,"San Diego, CA",92104.0,2,3,"1,175",2,Yes,2,365312.0,no,no,no,no,USA
3306,1242 RIVER GLEN ROW UNIT 45,"San Diego, CA",92111.0,2,2,"1,092",2,Yes,2,265984.0,no,no,no,no,USA
3307,3909 VOLTAIRE ST APT 103,"San Diego, CA",92107.0,1,1,655,2,Yes,1,332064.0,no,no,no,no,USA
3308,3909 VOLTAIRE ST APT 104,"San Diego, CA",92107.0,1,1,655,2,Yes,1,332064.0,no,no,no,no,USA
3309,3644 TENNYSON ST,"San Diego, CA",92106.0,2,2,"1,191",5,Yes,1,374040.0,no,no,no,no,USA
3310,5410 LA JOLLA BLVD UNIT A111,"La Jolla, CA",92037.0,2,2,"1,406",1,Yes,2,706520.0,no,no,no,no,USA
3311,-- ROSE QUARTZ CIRCLE,"San Diego, CA",92126.0,1,1,—,10,Yes,1,166240.0,no,no,no,no,USA
3312,14433 PENASQUITOS DR # 7107,"San Diego, CA",92129.0,1,1,714,No Info,Yes,1,254347.0,no,no,no,no,USA
3313,14433 PENASQUITOS DR # 7209,"San Diego, CA",92129.0,2,2,"1,040",No Info,Yes,2,297154.0,no,no,no,no,USA
3314,6202 FRIARS RD UNIT 324,"San Diego, CA",92108.0,1,1,858,2,Yes,1,216112.0,no,no,no,no,USA
3315,510 1ST AVE UNIT 1904,"San Diego, CA",92101.0,2,2,"1,393",2,Yes,2,457160.0,no,no,no,no,USA
3316,3663 BUENA VISTA ST,"San Diego, CA",92109.0,2,2,"1,184",4,Yes,2,432224.0,no,no,no,no,USA
3317,2636 WORDEN ST UNIT 107,"San Diego, CA",92110.0,2,1,798,1,Yes,1,228580.0,no,no,no,no,USA
3318,307 PROSPECT ST,"La Jolla, CA",92037.0,2,4,"1,190",2,Yes,2,473784.0,no,no,no,no,USA
3319,5075 CAMINO DE LA SIESTA APT 455,"San Diego, CA",92108.0,1,1,728,1,Yes,1,256259.0,no,no,no,no,USA
3320,5075 CAMINO DE LA SIESTA APT 201,"San Diego, CA",92108.0,2,2,"1,087",2,Yes,2,332064.0,no,no,no,no,USA
3321,5075 CAMINO DE LA SIESTA APT 265,"San Diego, CA",92108.0,2,2,"1,087",2,Yes,2,332064.0,no,no,no,no,USA
3322,5075 CAMINO DE LA SIESTA APT 401,"San Diego, CA",92108.0,2,2,"1,087",2,Yes,2,342454.0,no,no,no,no,USA
3323,1219 COAST BLVD UNIT 6,"La Jolla, CA",92037.0,2,2,"1,113",1,Yes,2,831200.0,no,no,no,no,USA
3324,3110 VIA ALICANTE UNIT A,"La Jolla, CA",92037.0,1,1,691,1,Yes,1,191176.0,no,no,no,no,USA
3325,8597 VIA MALLORCA UNIT F,"La Jolla, CA",92037.0,2,3,"1,680",2,Yes,2,407288.0,no,no,no,no,USA
3326,,92109,,2,1,900,2,Yes,1,299232.0,no,no,no,no,USA
3327,2579 CAMINITO MUIRFIELD,"La Jolla, CA",92037.0,2,3,"1,604",1,Yes,2,432224.0,no,no,no,no,USA
3328,700 FRONT ST UNIT 1308,"San Diego, CA",92101.0,1,2,"1,200",2,Yes,1,374040.0,no,no,no,no,USA
3329,722 DOVER CT,"San Diego, CA",92109.0,1,1,500,1,No,"Barbecue, Built-in Range, Dishwasher, Electric Cooktop, Disposal, Gas Water Heater, Microwave, Refrigerator",324168.0,no,no,no,no,USA
3330,530 K ST UNIT 1117,"San Diego, CA",92101.0,1,1,661,1,Yes,1,365728.0,no,no,no,no,USA
3331,,92109,,2,1,700,1,Yes,1,232320.0,no,no,no,no,USA
3332,3215 MIDWAY DR UNIT 703,"San Diego, CA",92110.0,2,2,951,2,No,2,257672.0,no,no,no,no,USA
3333,14433 PENASQUITOS DR # 8110,"San Diego, CA",92129.0,1,1,714,No Info,Yes,1,249360.0,no,no,no,no,USA
3334,3462 SANDCASTLE LN,"San Diego, CA",92110.0,2,2,"1,440",2,Yes,2,331649.0,no,no,no,no,USA
3335,1541 MADISON AVE,"San Diego, CA",92116.0,2,1,"1,052",4,Yes,1,415600.0,no,no,no,no,USA
3336,1262 KETTNER BLVD UNIT 1203,"San Diego, CA",92101.0,1,1,904,1,Yes,1,328324.0,no,no,no,no,USA
3337,1040 COAST BLVD S UNIT 104,"La Jolla, CA",92037.0,2,2,"1,125",2,Yes,2,498720.0,no,no,no,no,USA
3338,427 9TH AVE UNIT 1209,"San Diego, CA",92101.0,1,1,826,1,Yes,1,249360.0,no,no,no,no,USA
3339,4493 GRANGER ST # B,"San Diego, CA",92107.0,2,1,600,No Info,Yes,1,207800.0,no,no,no,no,USA
3340,1585 STATE ST,"San Diego, CA",92101.0,2,2,"1,773",2,Yes,2,457160.0,no,no,no,no,USA
3341,555 FRONT ST UNIT 203,"San Diego, CA",92101.0,2,2,"1,109",1,Yes,2,374040.0,no,no,no,no,USA
3342,240 COAST BLVD UNIT 1D,"La Jolla, CA",92037.0,2,2,"1,000",1,Yes,2,831200.0,no,no,no,no,USA
3343,2339 BRANT ST,"San Diego, CA",92101.0,1,1,650,No Info,Yes,1,187020.0,no,no,no,no,USA
3344,4155 EXECUTIVE DR UNIT E410,"La Jolla, CA",92037.0,2,2,"1,102",2,Yes,2,332480.0,no,no,no,no,USA
3345,2928 VILLAS WAY,"San Diego, CA",92108.0,2,3,"1,425",2,Yes,"Dishwasher, Gas Oven, Gas Cooktop, Microwave, Refrigerator, Vented Exhaust Fan",320012.0,yes,no,no,no,USA
3346,2957 COLUMBIA ST # 2X,"San Diego, CA",92103.0,2,2,892,1,Yes,2,290504.0,no,no,no,no,USA
3347,1325 PACIFIC HWY UNIT 1203,"San Diego, CA",92101.0,2,2,"1,460",2,Yes,2,581840.0,no,no,no,no,USA
3348,1241 PROSPECT ST APT 9,"La Jolla, CA",92037.0,1,1,650,No Info,Yes,1,249360.0,no,no,no,no,USA
3349,909 COAST BLVD UNIT 10,"La Jolla, CA",92037.0,2,2,"1,215",1,Yes,2,498720.0,no,no,no,no,USA
3350,1645 EMERALD ST APT 2C,"San Diego, CA",92109.0,1,1,650,1,Yes,1,174552.0,no,no,no,no,USA
3351,719 ENSENADA CT,"San Diego, CA",92109.0,2,1,750,1,Yes,1,220268.0,no,no,no,no,USA
3352,,,,,,,,,,0.0,no,no,no,no,USA
3353,7432 FAY AVE,"La Jolla, CA",92037.0,2,1,700,2,Yes,1,457160.0,no,no,no,no,USA
