Unnamed: 0,adress3,City3,zip_code3,bad3,bath3,Area3,parking3,AC3,Appliances3,price2,Dishwasher1,Refrigerator1,Disposal1,Microwave1,country
3354,3605 BERNWOOD PL UNIT 74,"SAN DIEGO, CA",92130.0,2,2,950,1,Yes,2,290920.0,no,no,no,no,USA
3355,1080 PARK BLVD UNIT 1808,"San Diego, CA",92101.0,2,1,711,1,Yes,1,332480.0,no,no,no,no,USA
3356,303 COAST BLVD UNIT 6,"La Jolla, CA",92037.0,2,3,"1,050",1,Yes,2,415600.0,no,no,no,no,USA
3357,4415 ARIZONA ST,"San Diego, CA",92116.0,2,1,"1,000",2,Yes,1,290920.0,no,no,no,no,USA
3358,215 BONAIR ST UNIT 10,"La Jolla, CA",92037.0,2,1,864,No Info,Yes,1,349104.0,no,no,no,no,USA
3359,5490 LA JOLLA BLVD UNIT K102,"La Jolla, CA",92037.0,2,1,"1,080",2,Yes,1,457160.0,no,no,no,no,USA
3360,457 COAST BLVD UNIT 403,"La jolla, CA",92037.0,2,2,992,1,Yes,2,606776.0,no,no,no,no,USA
3361,5875 FRIARS RD APT 4104,"San Diego, CA",92110.0,1,1,816,2,Yes,1,206969.0,no,no,no,no,USA
3362,2153 CAMINITO DEL BARCO,"Del Mar, CA",92014.0,2,3,"1,426",2,Yes,2,498304.0,no,no,no,no,USA
3363,939 COAST BLVD UNIT 6H,"La Jolla, CA",92037.0,2,2,"1,608",1,Yes,2,457160.0,no,no,no,no,USA
3364,2260 DEL MAR SCENIC PKWY,"Del Mar, CA",92014.0,2,2,"1,655",2,No,2,539864.0,no,no,no,no,USA
3365,301 W G ST UNIT 301,"San Diego, CA",92101.0,2,3,"1,659",2,Yes,2,353260.0,no,no,no,no,USA
3366,325 7TH AVE UNIT 1707,"San Diego, CA",92101.0,2,2,887,1,Yes,2,623400.0,no,no,no,no,USA
3367,5540 LINDO PASEO APT 4,"San Diego, CA",92115.0,2,2,705,2,Yes,2,241048.0,no,no,no,no,USA
3368,12012 ROYAL BIRKDALE ROW UNIT A,"San Diego, CA",92128.0,2,2,"1,486",2,Yes,2,457160.0,no,no,no,no,USA
3369,325 7TH AVE UNIT 1404,"San Diego, CA",92101.0,2,2,"1,200",2,Yes,2,411444.0,no,no,no,no,USA
3370,206 PARK BLVD UNIT 513,"San Diego, CA",92101.0,1,1,800,1,Yes,1,274296.0,no,no,no,no,USA
3371,427 9TH AVE UNIT 1104,"San Diego, CA",92101.0,1,1,900,1,Yes,1,282608.0,no,no,no,no,USA
3372,4461 G ST APT 63,"San Diego, CA",92102.0,1,1,630,1,Yes,1,165824.0,no,no,no,no,USA
3373,17477 PLAZA DOLORES,"San Diego, CA",92128.0,2,2,"1,431",1,Yes,2,324168.0,no,no,no,no,USA
3374,8153 CAMINO DEL ORO,"La Jolla, CA",92037.0,2,2,945,1,Yes,2,415600.0,no,no,no,no,USA
3375,240 COAST BLVD UNIT 1B,"La Jolla, CA",92037.0,2,2,"1,522",1,Yes,"Dishwasher, Disposal, Microwave, Refrigerator",1246800.0,yes,no,no,no,USA
3376,373 COAST BLVD S UNIT 2,"La Jolla, CA",92037.0,2,2,"1,456",2,Yes,"Dishwasher, Disposal, Microwave, Refrigerator",997440.0,yes,no,no,no,USA
3377,8003 OCEAN LN,"La Jolla, CA",92037.0,1,1,528,No Info,Yes,1,457160.0,no,no,no,no,USA
3378,3020 MONROE AVE,"San Diego, CA",92116.0,2,1,700,2,Yes,"Gas Water Heater, Disposal, Refrigerator",165824.0,no,no,no,no,USA
3379,1080 PARK BLVD UNIT 717,"San Diego, CA",92101.0,2,1,863,1,Yes,1,240632.0,no,no,no,no,USA
3380,3755 OCEAN FRONT WALK UNIT 18,"San Diego, CA",92109.0,2,1,784,2,Yes,1,980816.0,no,no,no,no,USA
3381,370 NAUTILUS ST,"La Jolla, CA",92037.0,2,2,"1,213",1,Yes,2,997440.0,no,no,no,no,USA
3382,445 ISLAND AVE UNIT 610,"San Diego, CA",92101.0,1,1,807,1,Yes,"Dishwasher, Disposal, Microwave, Refrigerator",157928.0,yes,no,no,no,USA
3383,909 COAST BLVD UNIT 2,"La Jolla, CA",92037.0,2,2,"1,215",2,Yes,2,540280.0,no,no,no,no,USA
3384,510 1ST AVE UNIT 901,"San Diego, CA",92101.0,2,2,"1,036",1,Yes,"Dishwasher, Disposal, Microwave, Refrigerator",187020.0,yes,no,no,no,USA
3385,3755 OCEAN FRONT WALK,"San Diego, CA",92109.0,2,1,900,1,Yes,1,324168.0,no,no,no,no,USA
3386,,92130,,2,3,"1,450",No Info,Yes,"Dishwasher, Disposal",174552.0,yes,no,no,no,USA
3387,510 1ST AVE UNIT 703,"San Diego, CA",92101.0,2,2,—,No Info,No Info,"Dishwasher, Disposal, Microwave, Refrigerator",221099.0,yes,no,no,no,USA
3388,1701 E COLTER ST UNIT 215,"Phoenix, AZ",85016.0,2,2,999,1,Yes,2,149616.0,no,no,no,no,USA
3389,4328 N 40TH ST,"Phoenix, AZ",85018.0,2,2,"2,033",2,Yes,2,457160.0,no,no,no,no,USA
3390,16013 S DESERT FOOTHILLS PKWY APT 2045,"Phoenix, AZ",85048.0,2,2,"1,048",No Info,Yes,2,140888.0,no,no,no,no,USA
3391,1526 W MULBERRY DR # C,"Phoenix, AZ",85015.0,2,1,"2,396",No Info,No Info,1,119360.0,no,no,no,no,USA
3392,5041 E MESQUITE WOOD CT,"Phoenix, AZ",85044.0,2,2,"1,680",2,Yes,2,165824.0,no,no,no,no,USA
3393,6709 N OCOTILLO HERMOSA CIR,"Phoenix, AZ",85016.0,2,2,"1,190",No Info,Yes,2,182864.0,no,no,no,no,USA
3394,925 W PEORIA AVE APT 29,"Phoenix, AZ",85029.0,2,1,840,No Info,Yes,1,124264.0,no,no,no,no,USA
3395,2501 W BELMONT AVE APT 2,"Phoenix, AZ",85051.0,1,1,376,No Info,Yes,1,99661.0,no,no,no,no,USA
3396,2211 E CAMELBACK RD UNIT 102,"Phoenix, AZ",85016.0,1,1,595,1,Yes,1,182864.0,no,no,no,no,USA
3397,2019 W TURNEY AVE APT 1,"Phoenix, AZ",85015.0,1,1,700,No Info,Yes,1,99744.0,no,no,no,no,USA
3398,1212 W ROOSEVELT ST,"Phoenix, AZ",85007.0,1,1,600,No Info,Yes,1,78881.0,no,no,no,no,USA
3399,2417 W CAMPBELL AVE APT 304,"Phoenix, AZ",85015.0,2,1,725,No Info,Yes,1,81042.0,no,no,no,no,USA
3400,17201 N 16TH DR APT 1,"Phoenix, AZ",85023.0,1,1,672,No Info,Yes,1,120524.0,no,no,no,no,USA
3401,5820 N 35TH AVE # D,"Phoenix, AZ",85017.0,1,1,400,No Info,Yes,1,91349.0,no,no,no,no,USA
3402,841 N 6TH AVE APT 10,"Phoenix, AZ",85003.0,1,1,552,No Info,Yes,1,99661.0,no,no,no,no,USA
3403,17 W VERNON AVE UNIT 605,"Phoenix, AZ",85003.0,2,2,"1,428",No Info,Yes,2,216112.0,no,no,no,no,USA
3404,425 W OSBORN RD UNIT 208,"Phoenix, AZ",85013.0,1,1,805,125,Yes,1,157512.0,no,no,no,no,USA
3405,425 W OSBORN RD UNIT 216,"Phoenix, AZ",85013.0,1,1,693,125,Yes,1,140888.0,no,no,no,no,USA
3406,357 E THOMAS RD UNIT A208,"Phoenix, AZ",85012.0,1,1,754,No Info,Yes,1,187020.0,no,no,no,no,USA
3407,535 W THOMAS RD APT 212,"Phoenix, AZ",85013.0,1,1,847,No Info,Yes,1,207800.0,no,no,no,no,USA
3408,14837 N 25TH DR UNIT 5,"Phoenix, AZ",85023.0,2,2,"1,117",2,Yes,2,157928.0,no,no,no,no,USA
3409,3016 N 37TH ST APT 4,"Phoenix, AZ",85018.0,1,1,"3,186",No Info,Yes,1,87276.0,no,no,no,no,USA
3410,5350 E DEER VALLEY DR UNIT 4433,"Phoenix, AZ",85054.0,2,2,"1,464",1,Yes,2,232736.0,no,no,no,no,USA
3411,2020 W UNION HILLS DR UNIT 262,"Phoenix, AZ",85027.0,2,2,"1,076",1,Yes,2,115952.0,no,no,no,no,USA
3412,19820 N 13TH AVE UNIT 275,"Phoenix, AZ",85027.0,2,2,941,1,Yes,2,132992.0,no,no,no,no,USA
3413,5122 E SHEA BLVD UNIT 2097,"Scottsdale, AZ",85254.0,2,2,835,1,Yes,2,170396.0,no,no,no,no,USA
3414,12 E MOUNTAIN VIEW RD,"Phoenix, AZ",85020.0,2,2,800,No Info,Yes,2,149616.0,no,no,no,no,USA
3415,4727 E LAFAYETTE BLVD UNIT 126,"Phoenix, AZ",85018.0,1,1,720,No Info,Yes,1,149616.0,no,no,no,no,USA
3416,16825 N 14TH ST UNIT 90,"Phoenix, AZ",85022.0,2,3,"1,144",2,Yes,3,157512.0,no,no,no,no,USA
3417,2025 E CAMPBELL AVE APT 156,"Phoenix, AZ",85016.0,2,1,"1,028",No Info,Yes,1,174136.0,no,no,no,no,USA
3418,1510 E JEFFERSON ST APT A,"Phoenix, AZ",85034.0,1,1,552,No Info,Yes,1,70652.0,no,no,no,no,USA
3419,1514 E ADAMS ST APT 5,"Phoenix, AZ",85034.0,1,1,480,No Info,Yes,1,69821.0,no,no,no,no,USA
3420,2150 W ALAMEDA RD UNIT 1413,"Phoenix, AZ",85085.0,2,3,"1,099",2,Yes,3,155850.0,no,no,no,no,USA
3421,3302 N 7TH ST UNIT 365,"Phoenix, AZ",85014.0,1,1,824,No Info,Yes,1,115952.0,no,no,no,no,USA
3422,801 E DUNLAP AVE APT 4,"Phoenix, AZ",85020.0,1,1,530,No Info,Yes,1,95588.0,no,no,no,no,USA
3423,1562 E PEORIA AVE APT 5,"Phoenix, AZ",85020.0,1,1,"4,394",No Info,Yes,1,124680.0,no,no,no,no,USA
3424,625 E NORTHVIEW AVE,"Phoenix, AZ",85020.0,2,2,"1,450",2,Yes,2,232736.0,no,no,no,no,USA
3425,101 N 7TH ST UNIT 109,"Phoenix, AZ",85034.0,2,2,"1,259",No Info,Yes,2,166240.0,no,no,no,no,USA
3426,15020 N 40TH ST APT 14,"Phoenix, AZ",85032.0,2,2,"1,121",2,Yes,2,207800.0,no,no,no,no,USA
3427,5550 N 16TH ST APT 170,"Phoenix, AZ",85016.0,2,2,"1,063",2,Yes,2,241048.0,no,no,no,no,USA
3428,4639 N 12TH AVE APT 3,"Phoenix, AZ",85013.0,2,2,933,No Info,Yes,2,174552.0,no,no,no,no,USA
3429,5401 E VAN BUREN ST UNIT 2074,"Phoenix, AZ",85008.0,2,2,995,No Info,Yes,2,124264.0,no,no,no,no,USA
3430,5751 N 24TH PL,"Phoenix, AZ",85016.0,2,2,"1,407",2,Yes,2,265984.0,no,no,no,no,USA
3431,5207 N 24TH ST APT 103,"Phoenix, AZ",85016.0,2,2,"1,189",No Info,Yes,2,332480.0,no,no,no,no,USA
3432,2126 N 25TH PL APT A,"Phoenix, AZ",85008.0,2,2,"2,122",No Info,Yes,2,147538.0,no,no,no,no,USA
3433,2015 N 50TH ST UNIT 1,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3434,2015 N 50TH ST UNIT 25,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3435,2015 N 50TH ST UNIT 34,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3436,2015 N 50TH ST UNIT 36,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3437,2015 N 50TH ST UNIT 43,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3438,2015 N 50TH ST UNIT 54,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3439,17211 N 35TH AVE # B215,"Phoenix, AZ",85053.0,2,2,"1,126",No Info,Yes,2,165824.0,no,no,no,no,USA
3440,4925 E DESERT COVE AVE UNIT 219,"Scottsdale, AZ",85254.0,2,2,"1,050",No Info,Yes,2,157928.0,no,no,no,no,USA
3441,33 E RUTH AVE APT 2,"Phoenix, AZ",85020.0,1,1,"2,354",No Info,Yes,1,87276.0,no,no,no,no,USA
3442,3012 W MOHAWK LN,"Phoenix, AZ",85027.0,2,1,824,1,Yes,1,145460.0,no,no,no,no,USA
3443,4700 N 40TH ST APT 113,"Phoenix, AZ",85018.0,2,3,"1,704",2,Yes,3,249360.0,no,no,no,no,USA
3444,2150 W ALAMEDA RD UNIT 1031,"Phoenix, AZ",85085.0,2,3,"1,100",2,Yes,3,157928.0,no,no,no,no,USA
3445,750 E NORTHERN AVE UNIT 1080,"Phoenix, AZ",85020.0,1,1,746,No Info,Yes,1,112212.0,no,no,no,no,USA
3446,5104 N 32ND ST UNIT 438,"Phoenix, AZ",85018.0,1,1,"1,146",1,Yes,1,141304.0,no,no,no,no,USA
3447,3917 W TONTO ST APT 1,"Phoenix, AZ",85009.0,2,1,500,No Info,Yes,1,120524.0,no,no,no,no,USA
3448,11640 N TATUM BLVD UNIT 2061,"Phoenix, AZ",85028.0,1,1,866,1,Yes,1,224424.0,no,no,no,no,USA
3449,801 E DUNLAP AVE APT 3,"Phoenix, AZ",85020.0,2,1,650,No Info,Yes,1,108056.0,no,no,no,no,USA
3450,3917 W TONTO ST APT 2,"Phoenix, AZ",85009.0,2,1,500,No Info,Yes,1,120524.0,no,no,no,no,USA
3451,2021 W HAYWARD AVE APT 25,"Phoenix, AZ",85021.0,2,1,875,No Info,Yes,1,124264.0,no,no,no,no,USA
3452,2015 N 50TH ST UNIT 52,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3453,7009 E ACOMA DR UNIT 2110,"Scottsdale, AZ",85254.0,2,2,972,No Info,Yes,2,232736.0,no,no,no,no,USA
3454,3535 W TIERRA BUENA LN UNIT 273,"Phoenix, AZ",85053.0,1,1,471,No Info,Yes,1,91016.0,no,no,no,no,USA
3455,7009 E ACOMA DR UNIT 1053,"Scottsdale, AZ",85254.0,1,1,691,No Info,Yes,1,145460.0,no,no,no,no,USA
3456,8107 N 33RD DR UNIT 2,"Phoenix, AZ",85051.0,2,1,800,1,Yes,1,124597.0,no,no,no,no,USA
3457,7180 E KIERLAND BLVD APT 313,"Scottsdale, AZ",85254.0,2,3,"1,754",2,Yes,3,565216.0,no,no,no,no,USA
3458,2139 W GLENROSA AVE APT 1,"Phoenix, AZ",85015.0,2,1,730,No Info,Yes,1,78881.0,no,no,no,no,USA
3459,732 E PALMAIRE AVE,"Phoenix, AZ",85020.0,2,1,"1,320",No Info,Yes,1,207800.0,no,no,no,no,USA
3460,2845 W FILLMORE ST APT 2,"Phoenix, AZ",85009.0,2,2,"1,620",4,Yes,2,118446.0,no,no,no,no,USA
3461,2 W GEORGIA AVE UNIT 2,"Phoenix, AZ",85013.0,2,3,"1,284",1,Yes,3,199072.0,no,no,no,no,USA
3462,735 W COOLIDGE ST APT 1,"Phoenix, AZ",85013.0,2,1,650,No Info,Yes,1,107640.0,no,no,no,no,USA
3463,18416 N CAVE CREEK RD APT 2057,"Phoenix, AZ",85032.0,2,2,948,1,Yes,2,132992.0,no,no,no,no,USA
3464,5250 N 20TH ST APT 217,"Phoenix, AZ",85016.0,2,2,"1,000",No Info,Yes,2,140888.0,no,no,no,no,USA
3465,15221 N CLUBGATE DR UNIT 1078,"Scottsdale, AZ",85254.0,2,2,"1,395",2,Yes,2,581840.0,no,no,no,no,USA
3466,1703 W MOUNTAIN VIEW RD APT 1,"Phoenix, AZ",85021.0,2,1,700,No Info,Yes,1,91016.0,no,no,no,no,USA
3467,16707 S 22ND ST,"Phoenix, AZ",85048.0,2,2,"1,042",2,Yes,2,157928.0,no,no,no,no,USA
3468,2314 N 46TH ST APT 1,"Phoenix, AZ",85008.0,2,2,956,No Info,Yes,2,116368.0,no,no,no,no,USA
3469,1701 E COLTER ST UNIT 118,"Phoenix, AZ",85016.0,2,2,"1,118",1,Yes,2,166240.0,no,no,no,no,USA
3470,1 E LEXINGTON AVE UNIT 707,"Phoenix, AZ",85012.0,1,1,734,2,Yes,1,149616.0,no,no,no,no,USA
3471,,,,—,—,770,No Info,No Info,,0.0,no,no,no,no,USA
3472,4328 N 36TH ST UNIT 9,"Phoenix, AZ",85018.0,2,3,"1,053",No Info,Yes,3,228580.0,no,no,no,no,USA
3473,6900 E PRINCESS DR UNIT 1233,"Phoenix, AZ",85054.0,2,2,937,No Info,Yes,2,153356.0,no,no,no,no,USA
3474,3935 E ROUGH RIDER RD UNIT 1026,"Phoenix, AZ",85050.0,2,2,"1,386",2,Yes,2,224424.0,no,no,no,no,USA
3475,1241 N 48TH ST APT 113,"Phoenix, AZ",85008.0,1,1,552,No Info,Yes,1,99744.0,no,no,no,no,USA
3476,7009 E ACOMA DR UNIT 2129,"Scottsdale, AZ",85254.0,1,1,772,No Info,Yes,1,137148.0,no,no,no,no,USA
3477,215 E MCKINLEY ST STE 406,"Phoenix, AZ",85004.0,1,2,"1,418",1,Yes,2,207800.0,no,no,no,no,USA
3478,215 E MCKINLEY ST STE 405,"Phoenix, AZ",85004.0,1,2,"1,418",1,Yes,2,207800.0,no,no,no,no,USA
3479,7018 N BARBADOS PL,"Phoenix, AZ",85021.0,2,2,"1,750",2,Yes,2,248944.0,no,no,no,no,USA
3480,18250 N CAVE CREEK RD UNIT 105,"Phoenix, AZ",85032.0,2,3,"1,440",2,Yes,3,153772.0,no,no,no,no,USA
3481,1101 E WHITTON AVE APT A,"Phoenix, AZ",85014.0,2,1,750,No Info,Yes,1,145460.0,no,no,no,no,USA
3482,1101 E WHITTON AVE APT B,"Phoenix, AZ",85014.0,2,1,750,No Info,Yes,1,145460.0,no,no,no,no,USA
3483,5401 E VAN BUREN ST UNIT 3063,"Phoenix, AZ",85008.0,1,1,684,No Info,Yes,1,95172.0,no,no,no,no,USA
3484,1522 W POLK ST # 3,"Phoenix, AZ",85007.0,1,1,400,No Info,Yes,1,78964.0,no,no,no,no,USA
3485,6565 N 19TH AVE APT 2,"Phoenix, AZ",85015.0,2,2,"1,152",No Info,No Info,2,120524.0,no,no,no,no,USA
3486,1709 W MOUNTAIN VIEW RD APT 101,"Phoenix, AZ",85021.0,2,1,760,No Info,Yes,1,115952.0,no,no,no,no,USA
3487,1709 W MOUNTAIN VIEW RD APT 102,"Phoenix, AZ",85021.0,2,1,760,No Info,Yes,1,115952.0,no,no,no,no,USA
3488,2215 W AUGUSTA AVE # 105,"Phoenix, AZ",85021.0,2,2,"1,000",No Info,Yes,2,132909.0,no,no,no,no,USA
3489,4750 N CENTRAL AVE UNIT 4D,"Phoenix, AZ",85012.0,1,1,788,1,Yes,1,137148.0,no,no,no,no,USA
3490,1702 W TUCKEY LN UNIT 111,"Phoenix, AZ",85015.0,2,1,900,No Info,Yes,1,142966.0,no,no,no,no,USA
3491,1750 W UNION HILLS DR UNIT 58,"Phoenix, AZ",85027.0,2,2,"1,308",2,Yes,2,187020.0,no,no,no,no,USA
3492,2410 W GRENADINE RD,"Phoenix, AZ",85041.0,1,1,682,1,Yes,1,149616.0,no,no,no,no,USA
3493,9408 N 12TH ST APT 2,"Phoenix, AZ",85020.0,2,1,800,No Info,Yes,1,95588.0,no,no,no,no,USA
3494,3219 E EARLL DR APT 5,"Phoenix, AZ",85018.0,1,1,"7,721",No Info,Yes,1,95588.0,no,no,no,no,USA
3495,3511 E BASELINE RD UNIT 1205,"Phoenix, AZ",85042.0,2,2,826,No Info,Yes,2,112212.0,no,no,no,no,USA
3496,4485 E WOOD ST,"Phoenix, AZ",85040.0,2,1,924,No Info,Yes,1,112212.0,no,no,no,no,USA
3497,2015 N 50TH ST UNIT 23,"Phoenix, AZ",85008.0,2,3,"1,050",2,Yes,3,199072.0,no,no,no,no,USA
3498,2925 N 19TH AVE UNIT 99,"Phoenix, AZ",85015.0,2,1,864,No Info,Yes,1,91016.0,no,no,no,no,USA
3499,4626 E WOOD ST,"Phoenix, AZ",85040.0,2,1,924,No Info,Yes,1,115952.0,no,no,no,no,USA
3500,613 W ROSEMONTE DR,"Phoenix, AZ",85027.0,2,2,"1,025",2,Yes,2,207800.0,no,no,no,no,USA
3501,4925 E DESERT COVE AVE UNIT 111,"Scottsdale, AZ",85254.0,2,2,"1,059",No Info,Yes,2,132576.0,no,no,no,no,USA
3502,725 E MORELAND ST,"Phoenix, AZ",85006.0,1,1,884,No Info,Yes,1,120524.0,no,no,no,no,USA
3503,3110 N 39TH ST,"Phoenix, AZ",85018.0,2,1,925,No Info,Yes,1,191176.0,no,no,no,no,USA
3504,2537 W GEORGIA AVE APT 4,"Phoenix, AZ",85017.0,2,1,792,No Info,Yes,1,82704.0,no,no,no,no,USA
3505,3845 E GREENWAY RD UNIT 108,"Phoenix, AZ",85032.0,1,1,691,No Info,Yes,1,124680.0,no,no,no,no,USA
3506,4401 N 12TH ST UNIT 120,"Phoenix, AZ",85014.0,1,1,563,No Info,Yes,1,95588.0,no,no,no,no,USA
3507,1503 E HARVARD ST # A,"Phoenix, AZ",85006.0,1,1,600,No Info,Yes,1,107640.0,no,no,no,no,USA
3508,1225 N 36TH ST UNIT 2115,"Phoenix, AZ",85008.0,2,2,"1,206",1,Yes,2,165824.0,no,no,no,no,USA
3509,1457 E TAYLOR ST,"Phoenix, AZ",85006.0,2,2,791,No Info,Yes,2,145876.0,no,no,no,no,USA
3510,1457 E TAYLOR ST,"Phoenix, AZ",85006.0,1,1,578,No Info,Yes,1,120940.0,no,no,no,no,USA
3511,222 W CLARENDON AVE,"Phoenix, AZ",85013.0,1,1,"120,608",No Info,Yes,1,133408.0,no,no,no,no,USA
3512,222 W CLARENDON AVE,"Phoenix, AZ",85013.0,2,2,793,No Info,Yes,2,160006.0,no,no,no,no,USA
3513,1457 E TAYLOR ST,"Phoenix, AZ",85006.0,1,1,444,No Info,Yes,1,101822.0,no,no,no,no,USA
3514,3511 E BASELINE RD UNIT 1248,"Phoenix, AZ",85042.0,2,2,938,No Info,Yes,2,112212.0,no,no,no,no,USA
3515,,,,,,,,,,0.0,no,no,no,no,USA
3516,18250 N CAVE CREEK RD UNIT 145,"Phoenix, AZ",85032.0,2,3,"1,440",2,Yes,3,153772.0,no,no,no,no,USA
3517,1013 E MCKINLEY ST,"Phoenix, AZ",85006.0,1,1,"1,086",No Info,Yes,1,87276.0,no,no,no,no,USA
3518,2345 E BETTY ELYSE LN,"Phoenix, AZ",85022.0,2,2,"1,024",1,Yes,2,149616.0,no,no,no,no,USA
3519,2230 E POLK ST APT 10,"Phoenix, AZ",85006.0,1,1,500,No Info,Yes,1,74725.0,no,no,no,no,USA
3520,2122 W AMELIA AVE APT 2,"Phoenix, AZ",85015.0,1,1,562,No Info,Yes,1,72730.0,no,no,no,no,USA
3521,3141 N 37TH ST APT 4,"Phoenix, AZ",85018.0,2,1,850,No Info,Yes,1,124264.0,no,no,no,no,USA
3522,10829 N 10TH ST,"Phoenix, AZ",85020.0,2,2,"1,747",2,Yes,2,207800.0,no,no,no,no,USA
3523,4808 N 24TH ST UNIT 526,"Phoenix, AZ",85016.0,1,2,"1,095",1,Yes,2,207384.0,no,no,no,no,USA
3524,929 E WHITTON AVE,"Phoenix, AZ",85014.0,2,1,934,No Info,Yes,1,195332.0,no,no,no,no,USA
3525,5102 N 31ST PL UNIT 447,"Phoenix, AZ",85016.0,2,2,"1,319",No Info,Yes,2,228580.0,no,no,no,no,USA
3526,502 E MARIPOSA ST APT 104,"Phoenix, AZ",85012.0,1,1,625,No Info,Yes,1,99328.0,no,no,no,no,USA
3527,9607 N 16TH ST APT 1,"Phoenix, AZ",85020.0,2,1,808,No Info,Yes,1,128836.0,no,no,no,no,USA
3528,5401 E VAN BUREN ST UNIT 2016,"Phoenix, AZ",85008.0,1,1,789,No Info,Yes,1,115952.0,no,no,no,no,USA
3529,3033 E DEVONSHIRE AVE UNIT 2031,"Phoenix, AZ",85016.0,1,1,576,No Info,Yes,1,82704.0,no,no,no,no,USA
3530,16801 N 26TH ST APT 19,"Phoenix, AZ",85032.0,1,1,"7,561",No Info,Yes,1,108056.0,no,no,no,no,USA
3531,3416 N 37TH ST APT 8,"Phoenix, AZ",85018.0,2,2,"1,000",No Info,Yes,2,155850.0,no,no,no,no,USA
3532,5839 E INDIAN SCHOOL RD,"Phoenix, AZ",85018.0,2,2,"2,222",No Info,Yes,2,249360.0,no,no,no,no,USA
3533,3131 E LEGACY DR UNIT 1089,"Phoenix, AZ",85042.0,2,3,"1,697",2,Yes,3,207717.0,no,no,no,no,USA
3534,5702 E CAMELBACK RD # INDIAN,"Phoenix, AZ",85018.0,1,1,770,No Info,Yes,1,182864.0,no,no,no,no,USA
3535,1010 E OSBORN RD UNIT A,"Phoenix, AZ",85014.0,2,2,917,No Info,Yes,2,166157.0,no,no,no,no,USA
3536,18616 N 34TH AVE UNIT 6,"Phoenix, AZ",85027.0,2,2,"1,056",No Info,Yes,2,132992.0,no,no,no,no,USA
3537,20818 N 30TH DR,"Phoenix, AZ",85027.0,2,1,823,1,Yes,1,145460.0,no,no,no,no,USA
3538,2989 N 44TH ST UNIT 3005,"Phoenix, AZ",85018.0,2,3,"1,648",1,Yes,3,332480.0,no,no,no,no,USA
3539,3848 N 3RD AVE UNIT 2032,"Phoenix, AZ",85013.0,2,2,989,No Info,Yes,2,145460.0,no,no,no,no,USA
3540,3434 E BASELINE RD UNIT 269,"Phoenix, AZ",85042.0,2,2,944,No Info,Yes,2,120524.0,no,no,no,no,USA
3541,11048 N 28TH DR UNIT 247,"Phoenix, AZ",85029.0,2,1,"1,024",No Info,Yes,1,149616.0,no,no,no,no,USA
3542,3006 N 37TH ST UNIT 11,"Phoenix, AZ",85018.0,2,3,"1,554",2,Yes,3,182448.0,no,no,no,no,USA
3543,1037 E GLENROSA AVE,"Phoenix, AZ",85014.0,2,2,"1,084",No Info,Yes,2,195332.0,no,no,no,no,USA
3544,17223 N 15TH PL,"Phoenix, AZ",85022.0,2,2,900,No Info,Yes,2,132909.0,no,no,no,no,USA
3545,2302 N CENTRAL AVE UNIT 206,"Phoenix, AZ",85004.0,2,2,"1,235",1,Yes,2,199488.0,no,no,no,no,USA
3546,1702 W TUCKEY LN UNIT 230,"Phoenix, AZ",85015.0,2,1,863,No Info,Yes,1,224424.0,no,no,no,no,USA
3547,3236 E CHANDLER BLVD UNIT 2058,"Phoenix, AZ",85048.0,2,2,"1,408",1,Yes,2,174552.0,no,no,no,no,USA
3548,234 E RUTH AVE APT 6,"Phoenix, AZ",85020.0,2,1,700,No Info,Yes,1,124680.0,no,no,no,no,USA
3549,1222 E ROOSEVELT ST,"Phoenix, AZ",85006.0,2,1,612,No Info,Yes,1,149200.0,no,no,no,no,USA
3550,3631 N 15TH AVE APT A,"Phoenix, AZ",85015.0,2,1,840,No Info,Yes,1,0.0,no,no,no,no,USA
3551,4114 E UNION HILLS DR UNIT 1256,"Phoenix, AZ",85050.0,2,3,"1,267",No Info,Yes,3,170396.0,no,no,no,no,USA
3552,706 S 1ST ST REAR WEST,"Phoenix, AZ",85004.0,1,1,"1,000",No Info,Yes,1,112212.0,no,no,no,no,USA
3553,5335 E SHEA BLVD APT 1027,"Scottsdale, AZ",85254.0,2,2,"1,056",No Info,Yes,2,157928.0,no,no,no,no,USA
3554,1402 W WHITTON AVE APT 2,"Phoenix, AZ",85013.0,2,1,792,No Info,Yes,1,149200.0,no,no,no,no,USA
3555,1406 W WHITTON AVE APT 1,"Phoenix, AZ",85013.0,2,1,792,No Info,Yes,1,149200.0,no,no,no,no,USA
3556,3810 N MARYVALE PKWY APT 1059,"Phoenix, AZ",85031.0,1,1,672,No Info,Yes,1,103900.0,no,no,no,no,USA
